Tyre Size (mm),Tyre Mass (g),Pressure (Bars),Rim Size (mm),Wri (mm),Wro (mm),hr (mm),Rim Mass (g),Rim Iz (mm^4),Energy (J)
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4088
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4405
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3428
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4555
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.5348
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4635
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3258
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.2848
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3086
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3622
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4483
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4445
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3855
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.213
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.2952
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.1085
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.184
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.4459
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.2479
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3773
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.3526
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.186
25,221,8,19,18.9,23.3,16.7,424,1.58E+03,3.336
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4979
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4766
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4862
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4589
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4745
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.499
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5084
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5149
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4767
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4831
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5002
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4499
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3751
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4029
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3596
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3311
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3148
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.2877
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3811
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.292
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.48
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5025
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,3.148
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4171
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4123
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3344
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4198
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3175
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4595
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3274
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5102
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3727
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5571
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.414
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4746
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4552
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4835
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4899
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4427
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3282
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.6555
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4713
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5693
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5862
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.5025
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.449
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3348
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4603
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.366
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4058
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.44
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4335
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4573
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4592
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.42
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4457
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3463
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.4329
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3952
25,221,7,19,18.9,23.3,16.7,424,1.58E+03,2.3721
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7259
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.9752
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7407
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,2.0023
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7705
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,2.0057
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8131
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,2.0085
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8444
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,2.0242
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8811
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,2.008
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8819
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,2.0038
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.9356
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.9591
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.9794
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.9455
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,2.0111
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.9302
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.6302
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8367
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7101
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8234
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7107
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8232
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7453
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8093
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7497
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8147
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7568
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7875
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.741
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7496
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.6838
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7259
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7212
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7388
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7097
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.6932
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7838
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8322
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7318
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7976
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7518
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7732
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7909
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7345
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7602
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.763
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8103
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7132
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8494
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.732
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.8507
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7213
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.9685
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7557
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.9394
25,221,6,19,18.9,23.3,16.7,424,1.58E+03,1.7105
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.241
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.13
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2007
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.0828
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.186
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1105
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1078
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1398
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.0861
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.0954
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1426
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1604
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1437
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1859
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1353
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2157
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1258
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1876
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1714
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2279
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1356
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1243
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1814
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1077
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1756
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.0671
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1784
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.0887
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1765
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.0937
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1661
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1289
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1449
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1367
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1556
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1455
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1534
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.146
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1414
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.1103
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.4032
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3047
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3771
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2784
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3922
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2651
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3737
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2623
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3263
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2872
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3132
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2956
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2719
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.308
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2894
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2996
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.2841
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3047
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3058
25,221,5,19,18.9,23.3,16.7,424,1.58E+03,1.3206
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.5443
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7525
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.5899
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6754
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6767
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6635
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7258
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7061
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7524
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7562
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7687
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7471
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.8022
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7601
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7807
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7953
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7821
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7788
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7179
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.8137
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7333
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6329
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7722
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6303
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6571
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6896
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.5068
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6868
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.5325
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6871
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6345
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6481
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7043
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6434
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7616
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6371
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.8203
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6249
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7952
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6003
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7496
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.5782
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6713
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.5856
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.629
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6305
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.5765
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6429
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.572
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6312
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6138
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6448
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6468
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6744
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6479
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6996
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6868
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6594
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.7396
25,221,4,19,18.9,23.3,16.7,424,1.58E+03,0.6299
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.496
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4462
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.5057
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4655
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4608
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4797
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3994
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4471
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4088
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4377
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4364
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4522
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4417
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4993
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4568
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.5423
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4726
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3301
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4074
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3017
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4142
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4026
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3606
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4529
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3841
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4755
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4396
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4277
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.459
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4283
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4036
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4439
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4084
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3204
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4306
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3389
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3924
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4825
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.351
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4698
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4244
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4648
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4896
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4412
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4491
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4533
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3938
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4043
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4426
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3289
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4265
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4097
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4058
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.5266
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3829
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.487
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3727
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.393
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.4228
25,221,3,19,18.9,23.3,16.7,424,1.58E+03,0.3809
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2686
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3132
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3056
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3671
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3465
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2802
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3322
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3269
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3461
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3437
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3374
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3177
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2422
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2574
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3111
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3003
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3492
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3294
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2759
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3267
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2475
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3226
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2571
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2663
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3505
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3111
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3364
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3208
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2529
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2877
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2616
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3087
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3047
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2555
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.319
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.265
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2576
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3652
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3209
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3251
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3155
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2779
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2659
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.343
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2418
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2788
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.348
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2748
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3777
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3585
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2777
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3075
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.248
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2982
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2836
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2731
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3377
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.2484
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.281
25,221,2,19,18.9,23.3,16.7,424,1.58E+03,0.3572
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3613
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3038
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4121
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3425
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.1112
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3278
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3898
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3806
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.352
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.0762
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3905
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3844
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.2426
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.2632
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.296
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.0758
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.2311
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3565
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.1873
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.32
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.5387
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.262
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.4638
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.1982
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.3408
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.388
28,253,9,19,18.9,23.3,16.7,424,1.58E+03,4.381
