Tyre Size (mm),Tyre Mass (g),Pressure (Bars),Rim Size (mm),Wri (mm),Wro (mm),hr (mm),Rim Mass (g),Rim Iz (mm^4),Energy (J)
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.2787
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3537
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.292
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3445
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3406
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3491
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3241
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3878
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3748
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.4179
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3922
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.4001
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.4027
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3697
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3791
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3414
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3686
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3252
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3608
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3516
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3622
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3699
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.4029
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3374
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.2943
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3145
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.2865
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3138
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3087
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3263
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3425
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3488
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3409
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3724
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3384
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3559
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.341
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3267
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3533
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.312
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3732
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3142
28,253,2,19,18.9,23.3,16.7,424,1.58E+03,0.3617
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2231
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2337
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2778
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.217
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2663
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2224
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2473
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2507
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2606
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2469
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2464
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2251
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2288
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2272
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.26
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.258
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2338
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.236
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2349
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2361
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2135
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2255
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2211
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2188
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2143
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2094
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2205
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2264
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2184
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2273
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2147
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2175
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2229
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2171
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2138
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2199
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2188
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2123
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2145
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2301
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2124
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2413
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2217
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2361
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2235
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2389
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2329
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2252
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2275
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2001
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2489
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.214
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2109
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2126
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2329
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2282
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2284
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2131
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2305
28,253,1,19,18.9,23.3,16.7,424,1.58E+03,0.2355
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.5117
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4083
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4946
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4002
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3526
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2933
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3222
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2598
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3216
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4813
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.445
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4379
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2137
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2994
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.468
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.396
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2758
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4482
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4601
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3825
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4599
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3634
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2818
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.0786
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2178
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.4232
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2391
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1168
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3326
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3891
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2324
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1725
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1958
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2315
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2148
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1932
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1812
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3071
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.3209
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.22
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2577
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1605
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1416
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1667
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1722
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1622
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.074
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2982
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2529
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.203
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.0266
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.0881
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.316
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1837
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.0364
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.237
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.2966
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.1391
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.0703
20,183,9,23,22.9,27.5,19.4,631,2.98E+03,3.0689
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.0485
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.959
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.854
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8386
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.7573
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9148
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8463
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8424
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.0384
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8921
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.7022
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.7605
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9302
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.7996
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9866
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9359
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8551
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.7831
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.7958
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.7582
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9289
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.0042
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9638
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.001
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8782
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8495
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8327
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.926
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8098
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.864
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.074
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9918
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.7797
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.6461
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9158
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8857
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9425
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.877
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.0037
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8553
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9598
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9737
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9216
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8173
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.0366
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.919
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9159
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8364
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8964
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.915
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8833
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.079
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.1093
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8765
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.6079
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9388
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.9655
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8757
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,2.8562
20,183,8,23,22.9,27.5,19.4,631,2.98E+03,3.0029
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.5477
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.5385
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3377
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3271
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3105
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3433
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3092
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.5435
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4961
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.274
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.1184
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4057
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2885
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4245
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4349
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3794
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2612
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3087
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.1907
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.336
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3823
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2882
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.306
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2127
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3529
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3832
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3716
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4179
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.1812
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3117
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4264
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3109
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2496
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4476
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3707
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3194
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2799
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3148
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2165
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.237
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3985
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4052
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4501
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3268
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3825
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.5712
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4598
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3018
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2633
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4435
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.2624
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.5442
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.5917
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4395
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3468
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3902
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3408
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.3663
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4458
20,183,7,23,22.9,27.5,19.4,631,2.98E+03,2.4523
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9359
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8556
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8582
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.809
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8807
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9762
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9341
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8857
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.6866
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9255
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8295
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9743
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,2.0009
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9031
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8285
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8774
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.7354
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8527
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,2.0133
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9551
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8726
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,2.0773
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8368
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.7836
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9497
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8631
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.7192
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,2.0109
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8886
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8224
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8281
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8728
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.7921
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8505
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9271
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.7211
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8543
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9084
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8567
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8315
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8147
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,2.1
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9979
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.942
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9253
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9526
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8486
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9085
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,2.0956
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8494
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.863
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9608
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8862
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9118
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,2.0029
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8866
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8378
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.7713
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.8485
20,183,6,23,22.9,27.5,19.4,631,2.98E+03,1.9292
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.4264
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3816
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3477
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3621
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3733
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3557
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3397
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3259
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3708
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.4429
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3615
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3053
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3333
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2979
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3315
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3518
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3466
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2695
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.401
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3916
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3004
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.4093
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3196
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3888
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3844
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3727
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3478
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3854
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3319
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.4224
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.4078
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3059
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3434
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3001
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3847
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.434
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3317
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3841
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.34
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.292
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.4777
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2669
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3071
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3392
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3845
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.4021
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2883
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.312
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2724
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2467
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2995
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.4537
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2399
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2781
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3013
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3353
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.3737
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2825
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2914
20,183,5,23,22.9,27.5,19.4,631,2.98E+03,1.2697
20,183,4,23,22.9,27.5,19.4,631,2.98E+03,1.0653
20,183,4,23,22.9,27.5,19.4,631,2.98E+03,1.1056
20,183,4,23,22.9,27.5,19.4,631,2.98E+03,1.0594
20,183,4,23,22.9,27.5,19.4,631,2.98E+03,1.1087
20,183,4,23,22.9,27.5,19.4,631,2.98E+03,1.214
20,183,4,23,22.9,27.5,19.4,631,2.98E+03,1.1002
20,183,4,23,22.9,27.5,19.4,631,2.98E+03,1.078
